region,gear,season,vessel_size,area,days
South,Gillnets,summer,small,b,35311.1326774893
South,Gillnets,summer,small,b,46279.8286683943
North,Longlines,summer,small,b,21541.213237604
North,Longlines,summer,small,b,15109.0485407774
North,Longlines,summer,small,b,22103.5898931585
North,Longlines,summer,small,b,22913.3111940447
North,Longlines,summer,small,b,18731.2626797066
North,Longlines,summer,small,b,24670.3484063164
North,Longlines,summer,small,b,34555.9270806645
North,Longlines,summer,small,b,20743.4820950271
North,Longlines,summer,small,b,16702.2859452219
North,Longlines,summer,small,b,28316.0647025586
South,Longlines,summer,small,b,20959.7241274994
South,Longlines,summer,small,b,18685.4303233357
South,Longlines,summer,small,b,22117.6102480783
South,Longlines,summer,small,b,20087.085660776
South,Longlines,summer,small,b,17128.9944723472
South,Longlines,summer,small,b,24130.817118097
South,Longlines,summer,small,b,17505.2223849141
South,Longlines,summer,small,b,22899.16700608
South,Longlines,summer,small,b,23498.3632397593
South,Longlines,summer,small,b,18322.3100065562
North,Trawlers,summer,small,b,6611.70356005478
North,Trawlers,summer,small,b,4922.04828655328
North,Trawlers,summer,small,b,5661.19218393833
North,Trawlers,summer,small,b,4301.63177590517
North,Trawlers,summer,small,b,3735.02967559415
North,Trawlers,summer,small,b,6234.10408477615
North,Trawlers,summer,small,b,2782.75911585315
North,Trawlers,summer,small,b,3401.70406080672
North,Trawlers,summer,small,b,6781.11762146665
North,Trawlers,summer,small,b,5918.0097491837
South,Trawlers,summer,small,b,4077.58781579749
South,Trawlers,summer,small,b,3861.65061857065
South,Trawlers,summer,small,b,4926.52188231973
South,Trawlers,summer,small,b,4276.98634972641
South,Trawlers,summer,small,b,4661.28562336112
South,Trawlers,summer,small,b,5160.92937384267
South,Trawlers,summer,small,b,5195.96319606209
South,Trawlers,summer,small,b,4729.02781445982
South,Trawlers,summer,small,b,3147.90194998803
South,Trawlers,summer,small,b,3410.90154023932
North,Gillnets,fall,small,b,70684.5049610799
North,Gillnets,fall,small,b,54805.2076543761
North,Gillnets,fall,small,b,54730.2675869718
North,Gillnets,fall,small,b,60895.9251017389
North,Gillnets,fall,small,b,46821.4773677455
North,Gillnets,fall,small,b,50203.8582053421
North,Gillnets,fall,small,b,66405.419885448
North,Gillnets,fall,small,b,54841.3704345353
North,Gillnets,fall,small,b,55577.7935981607
North,Gillnets,fall,small,b,51215.6873322652
South,Gillnets,fall,small,b,24370.0417381372
South,Gillnets,fall,small,b,32381.6566104181
South,Gillnets,fall,small,b,34017.0782859071
South,Gillnets,fall,small,b,25672.5737137473
South,Gillnets,fall,small,b,21396.7555893343
South,Gillnets,fall,small,b,31815.6581540774
South,Gillnets,fall,small,b,26607.6683758055
South,Gillnets,fall,small,b,33142.0099303248
South,Gillnets,fall,small,b,23676.9406268341
South,Gillnets,fall,small,b,25788.1873319126
North,Longlines,fall,small,b,14789.813205156
North,Longlines,fall,small,b,11170.376445084
North,Longlines,fall,small,b,13589.9325550631
North,Longlines,fall,small,b,11835.686524821
North,Longlines,fall,small,b,10492.9576359729
North,Longlines,fall,small,b,12074.4418266908
North,Longlines,fall,small,b,15336.7398063538
North,Longlines,fall,small,b,11931.3169934787
North,Longlines,fall,small,b,12200.5286068599
North,Longlines,fall,small,b,8126.8780878558
South,Longlines,fall,small,b,10473.5702306301
South,Longlines,fall,small,b,15742.1200870951
South,Longlines,fall,small,b,12344.9092313776
South,Longlines,fall,small,b,9525.77369468424
South,Longlines,fall,small,b,7557.0091161943
South,Longlines,fall,small,b,14105.3728696215
South,Longlines,fall,small,b,11991.6619627137
South,Longlines,fall,small,b,7025.39540486221
South,Longlines,fall,small,b,10516.7080606827
South,Longlines,fall,small,b,12443.8745318485
North,Trawlers,fall,small,b,7051.028521181
North,Trawlers,fall,small,b,5585.90077988046
North,Trawlers,fall,small,b,6026.05777151161
North,Trawlers,fall,small,b,5669.66358449943
North,Trawlers,fall,small,b,6219.98573553777
North,Trawlers,fall,small,b,6620.94459624293
North,Trawlers,fall,small,b,7478.54170257919
North,Trawlers,fall,small,b,7685.80353664601
North,Trawlers,fall,small,b,8948.31444142448
North,Trawlers,fall,small,b,7922.34920413594
South,Trawlers,fall,small,b,5101.94321757286
South,Trawlers,fall,small,b,6426.2135025916
South,Trawlers,fall,small,b,5869.20855281113
South,Trawlers,fall,small,b,4567.73576041293
South,Trawlers,fall,small,b,5837.73221216122
South,Trawlers,fall,small,b,8083.40755741216
South,Trawlers,fall,small,b,6188.19407521548
South,Trawlers,fall,small,b,7958.24888014339
South,Trawlers,fall,small,b,6724.98623305066
South,Trawlers,fall,small,b,6632.80866896522
North,Gillnets,winter,large,b,43647.7535493102
North,Gillnets,winter,large,b,34925.2766316434
North,Gillnets,winter,large,b,44961.7987424262
North,Gillnets,winter,large,b,57420.276595262
North,Gillnets,winter,large,b,37651.4116111333
North,Gillnets,winter,large,b,38352.3199003984
North,Gillnets,winter,large,b,68038.6324059493
North,Gillnets,winter,large,b,46974.6325010383
North,Gillnets,winter,large,b,43854.812451568
North,Gillnets,winter,large,b,30781.0379613971
South,Gillnets,winter,large,b,22784.6806063456
South,Gillnets,winter,large,b,25283.9563108942
South,Gillnets,winter,large,b,21650.1638762435
South,Gillnets,winter,large,b,22891.4244746111
South,Gillnets,winter,large,b,19843.2996804929
South,Gillnets,winter,large,b,26294.7044706181
South,Gillnets,winter,large,b,28781.742616485
South,Gillnets,winter,large,b,19304.5480751344
South,Gillnets,winter,large,b,26938.6449233813
South,Gillnets,winter,large,b,25468.1928272411
North,Longlines,winter,large,b,14635.7765219019
North,Longlines,winter,large,b,11998.6191195143
North,Longlines,winter,large,b,10747.9588989183
North,Longlines,winter,large,b,7954.89836005711
North,Longlines,winter,large,b,8519.64322312894
North,Longlines,winter,large,b,9150.476757126
North,Longlines,winter,large,b,13640.2575499367
North,Longlines,winter,large,b,8614.09187149725
North,Longlines,winter,large,b,8414.23427180408
North,Longlines,winter,large,b,10476.4770464362
South,Longlines,winter,large,b,8473.19635435414
South,Longlines,winter,large,b,6887.64237915959
South,Longlines,winter,large,b,7368.00405959049
South,Longlines,winter,large,b,12943.188303591
South,Longlines,winter,large,b,12081.7479034378
South,Longlines,winter,large,b,9618.7285190211
South,Longlines,winter,large,b,7560.7525197678
South,Longlines,winter,large,b,10548.0988458598
South,Longlines,winter,large,b,8163.19817467067
South,Longlines,winter,large,b,10060.8388540155
North,Trawlers,winter,large,b,8220.99583103231
North,Trawlers,winter,large,b,4992.89061628284
North,Trawlers,winter,large,b,6609.62434528618
North,Trawlers,winter,large,b,5886.17969980222
North,Trawlers,winter,large,b,8169.12225807016
North,Trawlers,winter,large,b,8947.73090109703
North,Trawlers,winter,large,b,5785.34920363325
North,Trawlers,winter,large,b,8281.12456611353
North,Trawlers,winter,large,b,6647.37320511018
North,Trawlers,winter,large,b,6833.57557038064
South,Trawlers,winter,large,b,5254.29937080387
South,Trawlers,winter,large,b,7323.41782035399
South,Trawlers,winter,large,b,7443.8551594196
South,Trawlers,winter,large,b,10209.6822712365
South,Trawlers,winter,large,b,7367.43988857473
South,Trawlers,winter,large,b,7846.51148783551
South,Trawlers,winter,large,b,8451.16009497933
South,Trawlers,winter,large,b,5642.9121760824
South,Trawlers,winter,large,b,7499.67483616462
South,Trawlers,winter,large,b,6395.2478423248
North,Gillnets,spring,large,b,86458.0640728726
North,Gillnets,spring,large,b,105076.989025065
North,Gillnets,spring,large,b,127323.895823664
North,Gillnets,spring,large,b,111246.021560544
North,Gillnets,spring,large,b,96553.7024656987
North,Gillnets,spring,large,b,99299.6781375648
North,Gillnets,spring,large,b,104849.837787778
North,Gillnets,spring,large,b,99575.7835713543
North,Gillnets,spring,large,b,90058.9000688669
North,Gillnets,spring,large,b,133099.660630188
South,Gillnets,spring,large,b,60571.6728518203
South,Gillnets,spring,large,b,58556.8296024875
South,Gillnets,spring,large,b,62798.6350401143
South,Gillnets,spring,large,b,55775.1810494881
South,Gillnets,spring,large,b,61063.4853309199
South,Gillnets,spring,large,b,50839.0566201755
South,Gillnets,spring,large,b,66270.9856691306
South,Gillnets,spring,large,b,52038.5172999678
South,Gillnets,spring,large,b,46926.8187897187
South,Gillnets,spring,large,b,74894.8848980069
North,Longlines,spring,large,b,12960.9621791545
North,Longlines,spring,large,b,26781.0994935993
North,Longlines,spring,large,b,14802.1512650824
North,Longlines,spring,large,b,24735.6363874261
North,Longlines,spring,large,b,15844.8184885917
North,Longlines,spring,large,b,14771.7967261674
North,Longlines,spring,large,b,25355.4226432749
North,Longlines,spring,large,b,21978.9106899153
North,Longlines,spring,large,b,21733.8609662744
North,Longlines,spring,large,b,19312.9971027704
South,Longlines,spring,large,b,18548.8097581425
South,Longlines,spring,large,b,25010.0761817582
South,Longlines,spring,large,b,20794.0430087801
South,Longlines,spring,large,b,20482.6967972436
South,Longlines,spring,large,b,20642.2736456468
South,Longlines,spring,large,b,21850.3799430387
South,Longlines,spring,large,b,23863.480998592
South,Longlines,spring,large,b,24305.5737165215
South,Longlines,spring,large,b,18203.5592055181
South,Longlines,spring,large,b,20807.1180608719
North,Trawlers,spring,large,b,7360.99838225452
North,Trawlers,spring,large,b,5281.10480954744
North,Trawlers,spring,large,b,5939.43665979137
North,Trawlers,spring,large,b,5697.08713033467
North,Trawlers,spring,large,b,11686.6549572618
North,Trawlers,spring,large,b,8999.04802511233
North,Trawlers,spring,large,b,3588.95971937502
North,Trawlers,spring,large,b,6847.68376644097
North,Trawlers,spring,large,b,3968.44759730508
North,Trawlers,spring,large,b,7705.88581441262
South,Trawlers,spring,large,b,4742.90332861319
South,Trawlers,spring,large,b,6858.14890020816
South,Trawlers,spring,large,b,7089.27590715952
South,Trawlers,spring,large,b,7967.4806629618
South,Trawlers,spring,large,b,5408.96897112888
South,Trawlers,spring,large,b,7250.78303145041
South,Trawlers,spring,large,b,6116.5600672368
South,Trawlers,spring,large,b,5890.52771808996
South,Trawlers,spring,large,b,4064.93312879609
South,Trawlers,spring,large,b,5842.38494362051
North,Gillnets,summer,large,b,60961.9275559176
North,Gillnets,summer,large,b,83045.9579308738
North,Gillnets,summer,large,b,59783.7148632024
North,Gillnets,summer,large,b,77203.9313381191
North,Gillnets,summer,large,b,45047.1703423902
North,Gillnets,summer,large,b,54243.9516341869
North,Gillnets,summer,large,b,45047.6261751272
North,Gillnets,summer,large,b,61897.4376851349
North,Gillnets,summer,large,b,51951.2965351029
North,Gillnets,summer,large,b,64695.3935574302
South,Gillnets,summer,large,b,25455.3844251969
South,Gillnets,summer,large,b,27100.3542879593
South,Gillnets,summer,large,b,31567.3793606932
South,Gillnets,summer,large,b,34594.1334496299
South,Gillnets,summer,large,b,19055.1643874112
South,Gillnets,summer,large,b,30922.7468054255
South,Gillnets,summer,large,b,26225.7917692287
South,Gillnets,summer,large,b,24675.5997072868
South,Gillnets,summer,large,b,25154.575063074
South,Gillnets,summer,large,b,15518.7139769137
North,Longlines,summer,large,b,18516.6908951632
North,Longlines,summer,large,b,17263.4324291723
North,Longlines,summer,large,b,21879.5185017646
North,Longlines,summer,large,b,16276.5527253551
North,Longlines,summer,large,b,18240.157219375
North,Longlines,summer,large,b,15377.6430510962
North,Longlines,summer,large,b,19468.1431776209
North,Longlines,summer,large,b,21840.2825747493
North,Longlines,summer,large,b,19716.3973116217
North,Longlines,summer,large,b,18568.9244816493
South,Longlines,summer,large,b,18929.4437547258
South,Longlines,summer,large,b,16746.9843976331
South,Longlines,summer,large,b,23936.7270498903
South,Longlines,summer,large,b,24754.5936022297
South,Longlines,summer,large,b,30715.7150924314
South,Longlines,summer,large,b,19117.3063005106
South,Longlines,summer,large,b,29987.1113112386
South,Longlines,summer,large,b,22387.0274572889
South,Longlines,summer,large,b,19498.8506343842
South,Longlines,summer,large,b,24888.3448299372
North,Trawlers,summer,large,b,5705.73808688943
North,Trawlers,summer,large,b,3784.08867305547
North,Trawlers,summer,large,b,5460.74776036617
North,Trawlers,summer,large,b,5174.94790087805
North,Trawlers,summer,large,b,4470.68213628646
North,Trawlers,summer,large,b,4303.27535260414
North,Trawlers,summer,large,b,4967.55816907658
North,Trawlers,summer,large,b,4992.10131563279
North,Trawlers,summer,large,b,4306.14175535236
North,Trawlers,summer,large,b,4655.17303810699
South,Trawlers,summer,large,b,4374.08978008672
South,Trawlers,summer,large,b,3583.43709818319
South,Trawlers,summer,large,b,3501.54687591746
South,Trawlers,summer,large,b,4883.80102698284
South,Trawlers,summer,large,b,5015.06059857821
South,Trawlers,summer,large,b,5364.55599113117
South,Trawlers,summer,large,b,7250.6899984706
South,Trawlers,summer,large,b,3621.4189559532
South,Trawlers,summer,large,b,4929.05240164063
South,Trawlers,summer,large,b,7030.83406592119
North,Gillnets,fall,large,b,72734.9106227569
North,Gillnets,fall,large,b,60446.9531184868
North,Gillnets,fall,large,b,49456.2552287388
North,Gillnets,fall,large,b,45000.391929736
North,Gillnets,fall,large,b,69660.7468609059
North,Gillnets,fall,large,b,63202.2249984591
North,Gillnets,fall,large,b,58188.4821175176
North,Gillnets,fall,large,b,78926.459197073
North,Gillnets,fall,large,b,56771.3463752999
North,Gillnets,fall,large,b,57085.1454985312
South,Gillnets,fall,large,b,20069.6890727726
South,Gillnets,fall,large,b,32477.8493204164
South,Gillnets,fall,large,b,36068.2673060105
South,Gillnets,fall,large,b,32704.1570269189
South,Gillnets,fall,large,b,17848.3701505751
South,Gillnets,fall,large,b,22828.5809098392
South,Gillnets,fall,large,b,23033.8790096651
South,Gillnets,fall,large,b,28475.2821607717
South,Gillnets,fall,large,b,33381.3415663184
South,Gillnets,fall,large,b,33069.4213118853
North,Longlines,fall,large,b,11640.2119094081
North,Longlines,fall,large,b,11728.3606112277
North,Longlines,fall,large,b,9320.82029475935
North,Longlines,fall,large,b,14861.1805209992
North,Longlines,fall,large,b,10430.7851522906
North,Longlines,fall,large,b,7972.33943999045
North,Longlines,fall,large,b,7733.64655568149
North,Longlines,fall,large,b,12763.9043079006
North,Longlines,fall,large,b,8385.09384831224
North,Longlines,fall,large,b,10943.9861713336
South,Longlines,fall,large,b,11268.4332569098
South,Longlines,fall,large,b,6761.27802517641
South,Longlines,fall,large,b,9242.88477545146
South,Longlines,fall,large,b,11121.3698255005
South,Longlines,fall,large,b,10280.617575793
South,Longlines,fall,large,b,11654.5009866384
South,Longlines,fall,large,b,10993.7591219082
South,Longlines,fall,large,b,14167.0844218225
South,Longlines,fall,large,b,11843.8225050655
South,Longlines,fall,large,b,13117.6854705134
North,Trawlers,fall,large,b,5440.99885123615
North,Trawlers,fall,large,b,8102.66384155515
North,Trawlers,fall,large,b,8842.17896747025
North,Trawlers,fall,large,b,7474.79803320882
North,Trawlers,fall,large,b,6424.77476595321
North,Trawlers,fall,large,b,6767.25355766247
North,Trawlers,fall,large,b,5756.23069515331
North,Trawlers,fall,large,b,6558.47793527781
North,Trawlers,fall,large,b,6252.88032455096
North,Trawlers,fall,large,b,9585.76905629709
South,Trawlers,fall,large,b,5752.47875525642
South,Trawlers,fall,large,b,7015.21809120672
South,Trawlers,fall,large,b,6468.90985383266
South,Trawlers,fall,large,b,3961.91933466374
South,Trawlers,fall,large,b,7453.62086077365
South,Trawlers,fall,large,b,5385.47561465629
South,Trawlers,fall,large,b,7871.82607798927
South,Trawlers,fall,large,b,7779.06287478746
South,Trawlers,fall,large,b,4466.10034622251
South,Trawlers,fall,large,b,6179.36029930156
North,Gillnets,winter,small,c,31958.6461401033
North,Gillnets,winter,small,c,41674.6808500272
North,Gillnets,winter,small,c,41422.3158022756
North,Gillnets,winter,small,c,40354.7199422036
North,Gillnets,winter,small,c,61993.0521113776
North,Gillnets,winter,small,c,67260.2434700861
North,Gillnets,winter,small,c,30840.7492591005
North,Gillnets,winter,small,c,30257.3891835715
North,Gillnets,winter,small,c,40946.5749324853
North,Gillnets,winter,small,c,61164.7615768694
South,Gillnets,winter,small,c,21843.6667341436
South,Gillnets,winter,small,c,17382.7138901346
South,Gillnets,winter,small,c,21772.941039279
South,Gillnets,winter,small,c,24233.6286080971
South,Gillnets,winter,small,c,23512.3400255157
South,Gillnets,winter,small,c,18164.2030250423
South,Gillnets,winter,small,c,16939.1075227185
South,Gillnets,winter,small,c,18509.1144907748
South,Gillnets,winter,small,c,34492.7002765987
South,Gillnets,winter,small,c,28076.710206335
North,Longlines,winter,small,c,9295.62949515739
North,Longlines,winter,small,c,10125.0861201149
North,Longlines,winter,small,c,11405.104226501
North,Longlines,winter,small,c,7147.51298931935
North,Longlines,winter,small,c,9596.30733192703
North,Longlines,winter,small,c,8345.52051498973
North,Longlines,winter,small,c,6103.09603176656
North,Longlines,winter,small,c,11284.8951223693
North,Longlines,winter,small,c,6807.18818442811
North,Longlines,winter,small,c,10618.4589215084
South,Longlines,winter,small,c,10403.8575429562
South,Longlines,winter,small,c,7321.81032701045
South,Longlines,winter,small,c,11677.4882347279
South,Longlines,winter,small,c,5216.40686910848
South,Longlines,winter,small,c,7970.23309048436
South,Longlines,winter,small,c,8152.80601325529
South,Longlines,winter,small,c,8866.11882933622
South,Longlines,winter,small,c,11175.0006765931
South,Longlines,winter,small,c,11540.414725472
South,Longlines,winter,small,c,9614.47445858647
North,Trawlers,winter,small,c,5828.34041815659
North,Trawlers,winter,small,c,8995.13493451141
North,Trawlers,winter,small,c,6177.99307226417
North,Trawlers,winter,small,c,10232.1842541876
North,Trawlers,winter,small,c,6850.90631832926
North,Trawlers,winter,small,c,5514.46239809038
North,Trawlers,winter,small,c,6198.40755564105
North,Trawlers,winter,small,c,8817.07268404954
North,Trawlers,winter,small,c,6594.14368943315
North,Trawlers,winter,small,c,5574.57490055932
South,Trawlers,winter,small,c,4487.09413878789
South,Trawlers,winter,small,c,6566.72516394685
South,Trawlers,winter,small,c,7092.67262365045
South,Trawlers,winter,small,c,6017.81822328827
South,Trawlers,winter,small,c,7986.46943577529
South,Trawlers,winter,small,c,7165.96403488074
South,Trawlers,winter,small,c,6292.92991956519
South,Trawlers,winter,small,c,5009.4396161362
South,Trawlers,winter,small,c,6167.20777726641
South,Trawlers,winter,small,c,5127.18896527587
North,Gillnets,spring,small,c,188012.089875502
North,Gillnets,spring,small,c,122018.398967223
North,Gillnets,spring,small,c,80140.8823674488
North,Gillnets,spring,small,c,101009.341322632
North,Gillnets,spring,small,c,122521.748604472
North,Gillnets,spring,small,c,74769.0455165483
North,Gillnets,spring,small,c,91915.6775734726
North,Gillnets,spring,small,c,139971.485490338
North,Gillnets,spring,small,c,101477.020982192
North,Gillnets,spring,small,c,88253.485749577
South,Gillnets,spring,small,c,46176.2400938156
South,Gillnets,spring,small,c,73159.548777313
South,Gillnets,spring,small,c,36580.493892628
South,Gillnets,spring,small,c,60879.561733039
South,Gillnets,spring,small,c,46439.2304658725
South,Gillnets,spring,small,c,52777.9368849311
South,Gillnets,spring,small,c,44534.1746523232
South,Gillnets,spring,small,c,35918.144901141
South,Gillnets,spring,small,c,59412.5728274553
South,Gillnets,spring,small,c,66605.3479320488
North,Longlines,spring,small,c,27561.0728404512
North,Longlines,spring,small,c,22453.9857007201
North,Longlines,spring,small,c,13742.6561239809
North,Longlines,spring,small,c,17876.452920603
North,Longlines,spring,small,c,17107.7372847891
North,Longlines,spring,small,c,34773.0317914873
North,Longlines,spring,small,c,21703.8502213235
North,Longlines,spring,small,c,27173.6980156945
North,Longlines,spring,small,c,20213.2831122019
North,Longlines,spring,small,c,19764.3728387539
South,Longlines,spring,small,c,26799.2601750468
South,Longlines,spring,small,c,16264.5056758437
South,Longlines,spring,small,c,22949.083752833
South,Longlines,spring,small,c,23236.5706302214
South,Longlines,spring,small,c,30947.1328073695
South,Longlines,spring,small,c,24539.9500150642
South,Longlines,spring,small,c,13393.1323953238
South,Longlines,spring,small,c,23388.1226107409
South,Longlines,spring,small,c,25360.6065386448
South,Longlines,spring,small,c,17069.9945633699
North,Trawlers,spring,small,c,5605.07073366838
North,Trawlers,spring,small,c,6760.19410429901
North,Trawlers,spring,small,c,7112.36363761649
North,Trawlers,spring,small,c,8525.89009454746
North,Trawlers,spring,small,c,6340.17805804782
North,Trawlers,spring,small,c,6494.86007003283
North,Trawlers,spring,small,c,10323.199122122
North,Trawlers,spring,small,c,7288.36556933358
North,Trawlers,spring,small,c,5263.98692652186
North,Trawlers,spring,small,c,8823.88523427102
South,Trawlers,spring,small,c,8511.219296338
South,Trawlers,spring,small,c,4559.82926584147
South,Trawlers,spring,small,c,10115.4995842697
South,Trawlers,spring,small,c,6502.705663897
South,Trawlers,spring,small,c,5580.89654435191
South,Trawlers,spring,small,c,6330.604732098
South,Trawlers,spring,small,c,8091.82451842561
South,Trawlers,spring,small,c,7191.71221801904
South,Trawlers,spring,small,c,5354.31022073013
South,Trawlers,spring,small,c,5403.49538130097
North,Gillnets,summer,small,c,36473.1149664534
North,Gillnets,summer,small,c,72593.9541847479
North,Gillnets,summer,small,c,80041.7410955618
North,Gillnets,summer,small,c,52480.6132973646
North,Gillnets,summer,small,c,53763.3070868805
North,Gillnets,summer,small,c,66239.9652317663
North,Gillnets,summer,small,c,69381.6150093763
North,Gillnets,summer,small,c,60593.0372150792
North,Gillnets,summer,small,c,75125.9395775743
North,Gillnets,summer,small,c,61301.7424089977
South,Gillnets,summer,small,c,28533.5015934466
South,Gillnets,summer,small,c,25480.7091151841
South,Gillnets,summer,small,c,25536.9341830907
South,Gillnets,summer,small,c,30945.2130232805
South,Gillnets,summer,small,c,23098.4540094767
South,Gillnets,summer,small,c,31844.343017316
South,Gillnets,summer,small,c,25668.8783269584
South,Gillnets,summer,small,c,30710.6349829403
South,Gillnets,summer,small,c,19615.6428069119
South,Gillnets,summer,small,c,26253.5577809245
North,Longlines,summer,small,c,27957.0215662448
North,Longlines,summer,small,c,22287.7358592314
North,Longlines,summer,small,c,27614.4256643475
North,Longlines,summer,small,c,23617.9989377288
North,Longlines,summer,small,c,29802.1687757681
North,Longlines,summer,small,c,21991.3257847397
North,Longlines,summer,small,c,12869.3384068617
North,Longlines,summer,small,c,9754.97046970779
North,Longlines,summer,small,c,24189.1706692358
North,Longlines,summer,small,c,30287.7811256525
South,Longlines,summer,small,c,21035.0008123712
South,Longlines,summer,small,c,14951.8019039302
South,Longlines,summer,small,c,25176.8687409619
South,Longlines,summer,small,c,21330.6710552481
South,Longlines,summer,small,c,27609.3687748366
South,Longlines,summer,small,c,30246.8689510201
South,Longlines,summer,small,c,12007.2594608891
South,Longlines,summer,small,c,13334.3167319633
South,Longlines,summer,small,c,23034.5851522845
South,Longlines,summer,small,c,23861.0100695067
North,Trawlers,summer,small,c,4445.12123706769
North,Trawlers,summer,small,c,5508.49860031191
North,Trawlers,summer,small,c,6466.41408827639
North,Trawlers,summer,small,c,5097.63728624237
North,Trawlers,summer,small,c,5564.02244922823
North,Trawlers,summer,small,c,5185.38086135025
North,Trawlers,summer,small,c,4864.34144460892
North,Trawlers,summer,small,c,3631.35051573848
North,Trawlers,summer,small,c,3039.47198178907
North,Trawlers,summer,small,c,6000.07321588211
South,Trawlers,summer,small,c,4006.45842626122
South,Trawlers,summer,small,c,2512.59069078983
South,Trawlers,summer,small,c,4174.38645314398
South,Trawlers,summer,small,c,4871.16483754406
South,Trawlers,summer,small,c,6550.40957839919
South,Trawlers,summer,small,c,6454.83480083493
South,Trawlers,summer,small,c,5584.10950875489
South,Trawlers,summer,small,c,4498.20961981808
South,Trawlers,summer,small,c,4130.38232505921
South,Trawlers,summer,small,c,4499.23274180995
North,Gillnets,fall,small,c,45998.0875319942
North,Gillnets,fall,small,c,53683.1921608978
North,Gillnets,fall,small,c,51821.532494315
North,Gillnets,fall,small,c,62868.9851456826
North,Gillnets,fall,small,c,43547.3971305746
North,Gillnets,fall,small,c,59399.6065565977
North,Gillnets,fall,small,c,35349.9437795136
North,Gillnets,fall,small,c,29704.1069059
North,Gillnets,fall,small,c,32918.6303421987
North,Gillnets,fall,small,c,51500.0727617141
South,Gillnets,fall,small,c,40350.6084222125
South,Gillnets,fall,small,c,19602.0767724469
South,Gillnets,fall,small,c,23812.1788449959
South,Gillnets,fall,small,c,40662.8918553329
South,Gillnets,fall,small,c,16065.945894569
South,Gillnets,fall,small,c,32971.2244663021
South,Gillnets,fall,small,c,17005.719642584
South,Gillnets,fall,small,c,32258.7350429354
South,Gillnets,fall,small,c,29422.8342439183
South,Gillnets,fall,small,c,21186.7054406284
North,Longlines,fall,small,c,12986.8226253221
North,Longlines,fall,small,c,11658.7290099859
North,Longlines,fall,small,c,9800.86547957705
North,Longlines,fall,small,c,9109.23248507349
North,Longlines,fall,small,c,14536.876359656
North,Longlines,fall,small,c,13033.508516525
North,Longlines,fall,small,c,19395.240023947
North,Longlines,fall,small,c,13628.36058185
North,Longlines,fall,small,c,9684.81346196406
North,Longlines,fall,small,c,9781.48187798374
South,Longlines,fall,small,c,13641.5728989552
South,Longlines,fall,small,c,8121.69520962326
South,Longlines,fall,small,c,8597.13168693405
South,Longlines,fall,small,c,13848.8072051159
South,Longlines,fall,small,c,11900.6586041136
South,Longlines,fall,small,c,10769.7372438569
South,Longlines,fall,small,c,7262.87296186691
South,Longlines,fall,small,c,11353.8029044437
South,Longlines,fall,small,c,12018.1738252412
South,Longlines,fall,small,c,7938.43136326497
North,Trawlers,fall,small,c,11326.4540469771
North,Trawlers,fall,small,c,7589.05599721799
North,Trawlers,fall,small,c,9121.30513208226
North,Trawlers,fall,small,c,7726.14316288621
North,Trawlers,fall,small,c,6278.735995259
North,Trawlers,fall,small,c,6431.42490760076
North,Trawlers,fall,small,c,9900.14119261753
North,Trawlers,fall,small,c,5620.09997422423
North,Trawlers,fall,small,c,7121.38003732876
North,Trawlers,fall,small,c,7575.34535486547
South,Trawlers,fall,small,c,7632.53717872703
South,Trawlers,fall,small,c,7652.78111682604
South,Trawlers,fall,small,c,9985.51973527855
South,Trawlers,fall,small,c,7577.56278592384
South,Trawlers,fall,small,c,4266.52673665921
South,Trawlers,fall,small,c,5891.50608800114
South,Trawlers,fall,small,c,8176.16366000883
South,Trawlers,fall,small,c,7603.71124047676
South,Trawlers,fall,small,c,4134.45000541198
South,Trawlers,fall,small,c,5659.77077852448
North,Gillnets,winter,large,c,31725.6382004674
North,Gillnets,winter,large,c,37575.791154444
North,Gillnets,winter,large,c,35451.3407644354
North,Gillnets,winter,large,c,45938.2116812355
North,Gillnets,winter,large,c,42721.9276030967
North,Gillnets,winter,large,c,46370.2140076626
North,Gillnets,winter,large,c,42268.4570584273
North,Gillnets,winter,large,c,40975.9528142106
North,Gillnets,winter,large,c,51199.70193575
North,Gillnets,winter,large,c,41977.2280899446
South,Gillnets,winter,large,c,27139.9152699454
South,Gillnets,winter,large,c,25859.5112133854
South,Gillnets,winter,large,c,25208.105175046
South,Gillnets,winter,large,c,18911.7086274497
South,Gillnets,winter,large,c,14235.7441095138
South,Gillnets,winter,large,c,21836.7519904893
South,Gillnets,winter,large,c,19970.4761818482
South,Gillnets,winter,large,c,18542.2248006438
South,Gillnets,winter,large,c,16770.1525993383
South,Gillnets,winter,large,c,15626.9422676395
North,Longlines,winter,large,c,12672.5184054728
North,Longlines,winter,large,c,9760.27682574348
North,Longlines,winter,large,c,7008.26861627348
North,Longlines,winter,large,c,13987.2993932075
North,Longlines,winter,large,c,7784.11960254177
North,Longlines,winter,large,c,11289.56746337
North,Longlines,winter,large,c,10024.4508017252
North,Longlines,winter,large,c,11725.0637742151
North,Longlines,winter,large,c,13015.2095105045
North,Longlines,winter,large,c,8450.77975230369
South,Longlines,winter,large,c,4203.85754772924
South,Longlines,winter,large,c,8113.42758438072
South,Longlines,winter,large,c,9103.87804458929
South,Longlines,winter,large,c,9986.84803923561
South,Longlines,winter,large,c,9977.11211068809
South,Longlines,winter,large,c,9248.22787687175
South,Longlines,winter,large,c,11638.2432258293
South,Longlines,winter,large,c,9932.37436319687
